1;;
COD;PRODUTOS;VEND. POR:
686;"FILEZINHO SASSAMI DE FRANGO CONGELADO PERDIGÃO 1 KG (CX 16
PCT)";CX
5346;"FILEZINHO SASSAMI DE FRANGO CONGELADO TEMPERADOS E
EMPANADOS BAITA 1 KG (CX 10 PCT)";CX
7061;"FILEZINHO SASSAMI DE FRANGO CONGELADO TEMPERADOS E
EMPANADOS LAR 1,5 KG (CX 4 PCT)";CX
7828;FLOCOS DE MILHO CUSCUZ DA TERRINHA 500 G (FDO 30 PCT);PCT
7240;FOLHA DE LOURO BRASILSECO 250 G (FDO 10 PCT);PCT
6277;FONDUE DE QUEIJO TIROLEZ 400 G (CX 12 UN);UN
721;FÓSFORO QUELUZ (PCT 10 UN);PCT
8664;FRALDINHA BOVINA RESFRIADA RAMAX 2 KG (CX 20 KG);KG
8673;"FRANGO A PASSARINHO CONGELADO TEMPERADO ADORO 1 KG (CX 20
PCT)";CX
7031;"FRANGO A PASSARINHO CONGELADO TEMPERADO ADORO 1 KG (CX 20
PCT)";CX
5944;FRANGO A PASSARINHO CONGELADO TEMPERADO ITABOM (CX 20 KG);CX
2945;FRANGO INTEIRO CONGELADO ALLIZ 2,5 KG (CX 20 KG);CX
8359;FRANGO INTEIRO CONGELADO NUTRIBEM 2,9 KG (CX 20 KG);CX
8123;FRANGO SEM MIÚDOS CARCAÇA CONGELADO ALLIZ 1,7 KG (CX 17 KG);CX
5200;FRUTAS CRISTALIZADAS BRASILSECO 1 KG (CX 10 PCT);PCT
7700;FUBÁ MIMOSO DA TERRINHA 1 KG (FDO 10 PCT);PCT
500;FUBÁ MIMOSO PQ 5 KG (FDO 6 PCT);PCT
6312;FUBÁ MIMOSO YOKI 4 KG (FDO 6 PCT);PCT
7254;FUBÁ PENINA 500 G (FD 10 PCT);PCT
8183;FUMAÇA EM PÓ BRASILSECO 500 G (CX 20 PCT);PCT
5316;FUNGHI SECO BRASILSECO 1 KG (CX 10 PCT);PCT
16;FUNGHI SECO DI SALERNO 1 KG (CX 10 PCT);PCT
3735;GELATINA ABACAXI QUALIMAX 1 KG (CX 10 PCT);PCT
3736;GELATINA CEREJA QUALIMAX 1 KG (CX 10 PCT);PCT
3737;GELATINA FRAMBOESA QUALIMAX 1 KG (CX 10 PCT);PCT
3738;GELATINA LIMÃO QUALIMAX 1 KG (CX 10 PCT);PCT
3740;GELATINA MORANGO QUALIMAX 1 KG (CX 10 PCT);PCT
3753;GELATINA PÊSSEGO QUALIMAX 1 KG (CX 10 PCT);PCT
8661;GELATINA SEM SABOR LBS 510 G (CX 16 PCT);PCT
3773;GELATINA SEM SABOR QUALIMAX 510 G (CX 20 PCT);PCT
3739;GELATINA UVA QUALIMAX 1 KG (CX 10 PCT);PCT
8193;GELÉIA DE DAMASCO HOMEMADE 2 KG (CX 4 BD);BD
8190;GELÉIA DE FRUTAS VERMELHAS HOMEMADE 2 KG (CX 4 BD);BD
8198;GELÉIA DE MORANGO E ABACAXI SACHÊ HOMEMADE 15 G (CX 144 UN);CX
5282;"GELÉIA DE MORANGO E GOIABA SACHÊ BOM SABOR / DEGUST 15 G
(CX 144 UN)";CX
8199;GELÉIA DE MORANGO E GOIABA SACHÊ HOMEMADE 15 G (CX 144 UN);CX
7635;GELÉIA DE MORANGO E GOIABA SACHÊ ISIS 10 G (CX 144 UN);CX
5228;GELÉIA DE MORANGO E UVA SACHÊ BOM SABOR 15 G (CX 144 UN);CX
8194;GELÉIA DE MORANGO HOMEMADE 2 KG (CX 4 BD);BD
7244;GELÉIA DE PIMENTA AGRIDOCE PREDILECTA 320 G (CX 12 VD);VD
8024;GELÉIA DE PIMENTA AGRIDOCE VAL 230 G (CX 12 FR);FR
8196;GELÉIA DE PIMENTA GOURMET HOMEMADE 320 G (CX 12 VD);VD
8192;GELÉIA DE PIMENTA HOMEMADE 2 KG (CX 4 BD);BD
7123;GEMA DE OVO PASTEURIZADA RESFRIADA ASA 1 KG (CX 12 UN);UN
5483;"GEMA DE OVO PASTEURIZADA RESFRIADA FLEISCHEGGS 1 KG (CX 12
UN)";UN
8438;"GEMA DE OVO PASTEURIZADA RESFRIADA NATUROVOS 1 KG (CX 12
UN)";UN
6008;GENGIBRE EM CONSERVA TRADICIONAL TAICHI 1,01 KG (CX 10 PCT);PCT
1046;GERGELIM BRANCO INDIANO BRASILSECO 500 G (CX 20 PCT);PCT
493;GERGELIM GRANDE TORRADO PASTA TAHINE ISTAMBUL (BD 13 KG);BD
6753;GERGELIM PRETO INDIANO BRASILSECO 500 G (CX 20 PCT);PCT
277;GERGELIM TORRADO PASTA TAHINE ISTAMBUL 500 G (CX 12 LT);LT
5492;GIN BEEFEATER 750 ML (CX 12 UN);UN
2909;GIN BOMBAY SAPPHIRE 750 ML (CX 12 UN);UN
3201;GIN GORDON´S 750 ML (CX 12 UN);UN
5245;GIN LONDON DRY DUBAR 960 ML (CX 12 UN);UN
7333;GIN ROCK´S 1 L (CX 6 UN);UN
7334;GIN ROCK´S STRAWBERRY 1 L (CX 6 UN);UN
1469;GIN SEAGERS 1 L (CX 12 UN);UN
1422;GIN TANQUERAY 750 ML (CX 12 UN);UN
4542;GLICOSE YOKI 350 G (CX 12 FR);FR
8308;GOIABADA BISNAGA RALSTON 1,01 KG (CX 12 BIS);BIS
7058;GOIABADA BISNAGA VAL 1,01 KG (CX 10 BIS);BIS
7003;GOIABADA BISNAGA ZAINE 1,01 KG (CX 10 BIS);BIS
1156;GOIABADA PEÇA RALSTON 400 G (CX 20 UN);UN
7057;GOIABADA PEÇA VAL 400 G (CX 24 UN);UN
7054;GOIABADA PEÇA ZAINE 300 G (CX 24 UN);UN
6421;GORDURA VEGETAL COAMO 500 G (CX 12 PCT);PCT
6918;GORDURA VEGETAL FRY 400 COAMO (BD 14,5 KG);BD
6919;GORDURA VEGETAL FRY 600 COAMO (CX 24 KG);CX
7135;GORDURA VEGETAL SUPREMA BUNGE (BD 14,5 KG);BD
8467;GORDURA VEGETAL SUPREMA GOLDEN LT BUNGE 2,5 KG (CX 2 GL);GL
1423;GORGONZOLA BELLA ITÁLIA 3 KG (CX 4 PÇ);KG
1424;GORGONZOLA FRACIONADO BELLA ITÁLIA 160 G (CX 64 UN);PÇ
6968;GORGONZOLA FRACIONADO QUATÁ 180 G (CX 32 UN);PÇ
6363;"GORGONZOLA FRACIONADO QUEIJO AZUL SÃO VICENTE 180 G (CX 36
UN)";PÇ
7144;GORGONZOLA FRACIONADO QUEIJO AZUL SCALA 180 G (CX 32 UN);PÇ
1833;GORGONZOLA FRACIONADO QUEIJO AZUL TIROLEZ 200 G (CX 32 UN);PÇ
4095;GORGONZOLA FRACIONADO QUEIJO AZUL YEMA 170 G (FDO 32 UN);PÇ
127;GORGONZOLA QUATÁ 3 KG (CX 2 PÇ);KG
7338;GORGONZOLA QUEIJO AZUL BURITIS 3 KG (CX 2 PÇ);KG
936;GORGONZOLA QUEIJO AZUL SÃO VICENTE 3 KG (CX 2 PÇ);KG
2897;GORGONZOLA QUEIJO AZUL TIROLEZ 3 KG (CX 2 PÇ);KG
8181;GRANOLA TRADICIONAL BRASILSECO 1 KG (FDO 10 PCT);PCT
8178;GRANOLA TRADICIONAL JP PEREIRA 1 KG (FDO 12 PCT);PCT
6083;GRÃO DE BICO CAMIL 500 G (FDO 12 PCT);PCT
231;GRÃO DE BICO PQ 1 KG (FDO 10 PCT);PCT
2888;GROSELHA CACHOEIRA 920 ML (CX 6 UN);CX
20;GUARANÁ ANTARCTICA LATA 350 ML (PCT 12 LT);PCT
7359;GUARANÁ ANTARCTICA MIÚDA PET 200 ML (PCT 12 UN);PCT
4885;GUARANÁ ANTARCTICA PEQUENO PET 1 L (PCT 6 UN);PCT
18;GUARANÁ ANTARCTICA PET 2 L (PCT 6 UN);PCT
1545;GUARANÁ ANTARCTICA PET 600 ML (PCT 12 UN);PCT
21;GUARANÁ ANTARCTICA SEM AÇÚCARES LATA 350 ML (PCT 12 LT);PCT
19;GUARANÁ ANTARCTICA SEM AÇÚCARES PET 2 L (PCT 6 UN);PCT
1856;GUARANÁ ANTARCTICA SEM AÇÚCARES PET 600 ML (PCT 12 UN);PCT
469;GUARDANAPO DE PAPEL TV (PCT 2000 UN);PCT
3776;H2O LIMÃO SEM AÇÚCARES PET 1,5 L (PCT 6 UN);PCT
1002;H2O LIMÃO SEM AÇÚCARES PET 500 ML (PCT 12 UN);PCT
3777;H2O LIMONETO SEM AÇÚCARES PET 1,5 L (PCT 6 UN);PCT
3617;H2O LIMONETO SEM AÇÚCARES PET 500 ML (PCT 12 UN);PCT
7234;"HAMBÚRGUER DE CARNE BOVINA COSTELA MATURATTA FRIBOI 180 G
(CX 18 UN)";CX
7423;"HAMBÚRGUER DE CARNE BOVINA FRALDINHA MATURATTA FRIBOI 180
G (CX 18 UN)";CX
2977;HAMBÚRGUER DE CARNE BOVINA MISTER BEEF 100 G (CX 32 UN);CX
7422;"HAMBÚRGUER DE CARNE BOVINA PICANHA MATURATTA FRIBOI 180 G
(CX 18 UN)";CX
66;"HAMBÚRGUER DE CARNE BOVINA SABOR PICANHA MISTER BEEF 120 G
(CX 20 UN)";CX
5739;"HAMBÚRGUER DE CARNE DE FRANGO E CARNE SUÍNA REZENDE 56 G
(CX 36 UN)";CX
7196;"HAMBÚRGUER DE CARNE DE FRANGO EMPANADO LAR 100 G (CX 30
UN)";CX
7556;"HAMBÚRGUER DE PROTEÍNA VEGETAL SABOR CARNE INCRÍVEL 113 G
(CX 24 UN)";CX
5102;"HAMBÚRGUER GRANDE DE CARNE BOVINA E AVES SABOR PICANHA
BRASA BURGUERS 120 G (CX 30 UN)";CX
4652;"HAMBÚRGUER GRANDE DE CARNE BOVINA E AVES TRADICIONAL
BRASA BURGUERS 120 G (CX 30 UN)";CX
8425;"HAMBÚRGUER GRANDE DE CARNE BOVINA GOURMET MISTER BEEF
150 G (CX 20 UN)";CX
5538;"HAMBÚRGUER MÉDIO DE CARNE BOVINA COSTELA ALFAMA 150 G (CX
24 UN)";CX
5103;"HAMBÚRGUER MÉDIO DE CARNE BOVINA E AVES SABOR PICANHA
BRASA BURGUERS 90 G (CX 36 UN)";CX
4654;"HAMBÚRGUER MÉDIO DE CARNE BOVINA E AVES TRADICIONAL BRASA
BURGUERS 90 G (CX 36 UN)";CX
8421;"HAMBÚRGUER MÉDIO DE CARNE DE AVES E BOVINA COM SOJA
MISTER BEEF 90 G (CX 36 UN)";CX
6296;"HAMBÚRGUER MÉDIO DE CARNE DE FRANGO CARNE SUÍNA E CARNE
BOVINA FAROESTE BURGER TRADICIONAL AURORA 90 G (CX 36 UN)";CX
4597;"HAMBÚRGUER MÉDIO DE CARNE DE FRANGO E CARNE BOVINA TEXAS
BURGUER SEARA 90 G (CX 36 UN)";CX
4653;"HAMBÚRGUER PEQUENO DE CARNE BOVINA E AVES TRADICIONAL
BRASA BURGUERS 56 G (CX 36 UN)";CX
4147;"HAMBÚRGUER PEQUENO DE CARNE DE AVES E BOVINA COM SOJA
MISTER BEEF 56 G (CX 36 UN)";CX
1723;"HAMBÚRGUER PEQUENO DE CARNE DE FRANGO CARNE SUÍNA E
CARNE BOVINA FAROESTE BURGER AURORA 56 G (CX 36 UN)";CX
7555;"HAMBÚRGUER PEQUENO DE CARNE DE FRANGO E CARNE BOVINA
TEXAS BURGUER SEARA 56 G (CX 36 UN)";CX
6043;HASHI DE BAMBU TAICHI (CX 3000 UN);CX
5348;"ISCAS DE FILÉ DE TILÁPIA EMPANADAS CONGELADAS IQF BAITA 700 G
(CX 14 PCT)";PCT
8487;"ISCAS DE FRANGO APIMENTADAS EMPANADAS CONGELADAS SEARA
300 G (CX 16 PCT)";CX
8488;ISCAS DE FRANGO EMPANADAS CONGELADAS SEARA 900 G (CX 5 PCT);CX
1330;ISOTÔNICO GATORADE LARANJA 500 ML (PCT 6 UN);PCT
1331;ISOTÔNICO GATORADE LIMÃO 500 ML (PCT 6 UN);PCT
3853;ISOTÔNICO GATORADE MORANGO COM MARACUJÁ 500 ML (PCT 6 UN);PCT
1683;ISOTÔNICO GATORADE TANGERINA 500 ML (PCT 6 UN);PCT
1332;ISOTÔNICO GATORADE UVA 500 ML (PCT 6 UN);PCT
4939;ITUBAÍNA TUTTI FRUTTI RETRÔ LATA 350 ML (PCT 12 LT);PCT
1730;ITUBAÍNA TUTTI FRUTTI RETRÔ LONG NECK 355 ML (PCT 12 UN);PCT
8393;KANI KAMA CONGELADO OCEANI 200 G (CX 50 PCT);PCT
4079;KIMILHO FLOCÃO YOKI 500 G (FDO 12 PCT);PCT
3822;"LAGARTO BOVINO RESFRIADO NOSSO BEEF FRIGO NOSSO 2 KG (CX 20
KG)";KG
8663;LAGARTO BOVINO RESFRIADO RAMAX 2 KG (CX 20 KG);KG
8273;"LEITE CONDENSADO ""INTEGRAL"" ITALAC 395 G (CX 27 UN)";CX
8420;LEITE CONDENSADO GRANDE INTEGRAL ITAMBÉ 1,01 KG (CX 12 LT);LT
709;"LEITE CONDENSADO GRANDE INTEGRAL MOÇA NESTLÉ 2,6 KG (CX 6
LT)";LT
7211;LEITE CONDENSADO GRANDE INTEGRAL MOCOCA 5 KG (CX 4 BAG);BAG
7210;LEITE CONDENSADO INTEGRAL MOCOCA 2,5 KG (CX 4 BAG);BAG
1076;"LEITE CONDENSADO MÉDIO ""SEMIDESNATADO"" ITALAC 395 G (CX 27
UN)";CX
708;"LEITE CONDENSADO PEQUENO INTEGRAL MOÇA NESTLÉ 395 G (CX 48
LT)";LT
7209;LEITE CONDENSADO PEQUENO INTEGRAL MOCOCA 395 G (CX 27 UN);CX
693;"LEITE CONDENSADO PEQUENO SEMIDESNATADO ITALAC 270 G (CX 24
UN)";CX
891;"LEITE CONDENSADO PEQUENO SEMIDESNATADO PIRACANJUBA 270 G
(CX 27 UN)";CX
3511;"LEITE CONDENSADO SEMIDESNATADO FOOD SERVICE ITALAC 2,5 KG
(CX 4 BAG)";BAG
5619;"LEITE CONDENSADO SEMIDESNATADO FOOD SERVICE PIRACANJUBA
2,5 KG (CX 8 BAG)";BAG
6488;LEITE DE COCO GRANDE MAIS COCO 1 L (CX 12 UN);UN
8635;LEITE DE COCO GRANDE QUALICOCO 1 L (CX 6 FR);FR
7053;LEITE DE COCO PEQUENO MAIS COCO 200 ML (CX 24 UN);CX
8634;LEITE DE COCO PEQUENO QUALICOCO 500 ML (CX 12 VD);CX
6848;LEITE DE COCO SERGIPE 500 ML (FDO 12 FR);FD
7580;LEITE DESNATADO TRIANGULO MINEIRO 1 L (CX 12 UN);CX
8322;"LEITE EM PÓ DESNATADO INSTANTÂNEO LA SERENISSIMA 300 G (FDO
30 PCT)";PCT
4006;LEITE EM PÓ INTEGRAL ITALAC 400 G (FDO 25 PCT);PCT
6345;LEITE EM PÓ INTEGRAL JUSSARA 400 G (FDO 24 PCT);PCT
8321;LEITE EM PÓ INTEGRAL LA SERENISSIMA 400 G (FDO 25 PCT);PCT
3647;LEITE EM PÓ INTEGRAL PIRACANJUBA 400 G (CX 25 PCT);PCT
4137;LEITE INTEGRAL GARRAFA MAX JUSSARA 1 L (FDO 6 UN);FD
688;LEITE INTEGRAL ITALAC 1 L (CX 12 UN);CX
4135;LEITE INTEGRAL JUSSARA 1 L (CX 12 UN);CX
7579;LEITE INTEGRAL TRIANGULO MINEIRO 1 L (CX 12 UN);CX
4581;LEITE INTEGRAL ZERO LACTOSE ITALAC 1 L (CX 12 UN);CX
4579;LEITE SEMIDESNATADO ITALAC 1 L (CX 12 UN);CX
7581;LEITE SEMIDESNATADO TRIANGULO MINEIRO 1 L (CX 12 UN);CX
4330;LEITE SEMIDESNATADO ZERO LACTOSE JUSSARA 1 L (FDO 6 UN);FD
7703;LENTILHA DA TERRINHA 350 G (FDO 12 PCT);PCT
3522;LENTILHA FOOD SERVICE CAMIL 2 KG (FDO 5 PCT);PCT
8448;LICHIA EM CALDA BARÃO LALI 567 G (CX 24 LT);LT
6169;LICHIA EM CALDA TAICHI 567 G (CX 12 LT);LT
1547;LICOR 43 700 ML (CX 6 UN);UN
6861;LICOR 43 CHOCOLATE 700 ML (CX 6 UN);UN
1340;LICOR AMARULA CREAM 750 ML (CX 12 UN);UN
1253;LICOR BAILEYS 750 ML (CX 12 UN);UN
1520;LICOR COINTREAU 700 ML (CX 12 UN);UN
1779;LICOR DRAMBUIE 750 ML (CX 6 UN);UN
1674;LICOR JAGERMEISTER 700 ML (CX 6 UN);UN
1536;LICOR STOCK CREME DE CACAU 720 ML (CX 6 UN);UN
1560;LICOR STOCK CREME DE CASSIS 720 ML (CX 6 UN);UN
1569;LICOR STOCK CREME DE MENTA 720 ML (CX 6 UN);UN
1559;LICOR STOCK CURAÇAU BLUE 720 ML (CX 6 UN);UN
1537;LICOR STOCK CURAÇAU FINO 720 ML (CX 6 UN);UN
2983;LICOR STOCK MARULA 720 ML (CX 6 UN);UN
1538;LICOR STOCK PÊSSEGO 720 ML (CX 6 UN);UN
7877;"LINGUIÇA SUÍNA CONGELADA COM ALHO SABOR DE BRAGANÇA 500 G
(CX 10 PCT)";PCT
7878;"LINGUIÇA SUÍNA CONGELADA COM AZEITONAS SABOR DE BRAGANÇA
500 G (CX 10 PCT)";PCT
7879;"LINGUIÇA SUÍNA CONGELADA COM PIMENTA SABOR DE BRAGANÇA 500
G (CX 10 PCT)";PCT
7880;"LINGUIÇA SUÍNA CONGELADA COM PROVOLONE SABOR DE BRAGANÇA
500 G (CX 10 PCT)";PCT
7881;"LINGUIÇA SUÍNA CONGELADA CUIABANA COM QUEIJO SABOR DE
BRAGANÇA 500 G (CX 10 PCT)";PCT
191;LINGUIÇA TOSCANA CONGELADA AURORA 5 KG (CX 5 PCT);PCT
3792;LINGUIÇA TOSCANA CONGELADA NA BRASA PERDIGÃO 5 KG (CX 4 PCT);PCT
4311;LINGUIÇA TOSCANA CONGELADA SADIA 5 KG (CX 3 PCT);PCT
3055;LINGUIÇA TOSCANA CONGELADA SEARA 5 KG (CX 4 PCT);PCT
67;LOMBO CANADENSE AURORA 750 G (CX 5 KG);KG
1610;LOMBO CANADENSE CERATTI 1 KG (CX 6 KG);KG
6223;LOMBO CANADENSE DELI GOURMET 750 G (CX 5 KG);KG
6113;LOMBO CANADENSE LACTOFRIOS 1 KG (CX 10 KG);KG
525;LOMBO CANADENSE NOBRE 1 KG (CX 6 KG);KG
4868;LOMBO CANADENSE SEARA GOURMET 1 KG (CX 6 KG);KG
7129;LOMBO SUÍNO CONGELADO TEMPERADO PAMPLONA 1 KG (CX 10 KG);KG
8362;LOMBO SUÍNO SALGADO REFFINATO 5 KG (CX 2 PCT);PCT
8653;LOMBO SUÍNO SEM OSSO CONGELADO ESTRELA 5 KG (CX 21 KG);KG
8675;LOMBO SUÍNO SEM OSSO CONGELADO MY PORK 6 KG (CX 23 KG);KG
7918;MACARRÃO AVE MARIA COM OVOS DONA BENTA 500 G (FDO 24 PCT);FD
6145;MACARRÃO CARACOLINO COM OVOS RENATA 500 G (FDO 20 PCT);FD
249;MACARRÃO ESPAGUETE GRANO DURO PETYBON 500 G (FDO 24 PCT);FD
8465;MACARRÃO ESPAGUETE Nº 5 GRANO DURO BARILLA 500 G (CX 24 UN);UN
7193;MACARRÃO ESPAGUETE Nº 8 COM OVOS BARILLA 500 G (FDO 30 PCT);FD
3369;"MACARRÃO ESPAGUETE Nº 8 COM OVOS DONA BENTA 500 G (FDO 24
PCT)";FD
150;MACARRÃO ESPAGUETE Nº 8 COM OVOS PETYBON 500 G (FDO 24 PCT);FD
8587;MACARRÃO ESPAGUETE Nº 8 GRANO DURO DIVELLA 500 G (CX 24 UN);UN
1653;MACARRÃO FETTUCCINE GRANO DURO PETYBON 500 G (FDO 24 PCT);FD
247;MACARRÃO FUSILLI GRANO DURO PETYBON 500 G (FDO 18 PCT);FD
8594;"MACARRÃO FUSILLI TRICOLORE GRANO DURO PETYBON 500 G (FDO 18
PCT)";FD
8592;MACARRÃO GRAVATA COM OVOS DONA BENTA 500 G (CX 24 PCT);FD
8593;MACARRÃO LINGUINE COM OVOS DONA BENTA 500 G (FDO 24 PCT);FD
8128;MACARRÃO PARA YAKISSOBA TAICHI 4,5 KG (CX 4,5 KG);CX
3780;MACARRÃO PARAFUSO COM OVOS DONA BENTA 500 G (FDO 24 PCT);FD
2882;MACARRÃO PARAFUSO COM OVOS PETYBON 500 G (FDO 18 PCT);FD
7340;MACARRÃO PENNE COM OVOS BARILLA 500 G (FDO 20 PCT);FD
3424;MACARRÃO PENNE COM OVOS DONA BENTA 500 G (FDO 24 PCT);FD
414;MACARRÃO PENNE COM OVOS PETYBON 500 G (FDO 18 PCT);FD
591;MACARRÃO PENNE GRANO DURO PETYBON 500 G (FDO 18 PCT);FD
8466;MACARRÃO PENNE RIGATE GRANO DURO BARILLA 500 G (CX 12 UN);UN
8588;MACARRÃO PENNE RIGATE GRANO DURO DIVELLA 500 G (CX 24 UN);UN
6153;MACARRÃO TALHARIM N° 3 COM OVOS RENATA 500 G (CX 20 PCT);CX
8600;MAIONESE CEPÊRA 1,7 KG (CX 6 BAG);BAG
351;MAIONESE GRANDE HELLMANN´S 3 KG (CX 6 BD);BD
352;MAIONESE GRANDE MARIANA 3 KG (CX 6 BD);BD
4761;MAIONESE GRANDE QUERO 3 KG (CX 6 BD);BD
6852;MAIONESE GRILL JUNIOR 1,1 KG (CX 5 BAG);BAG
3779;MAIONESE HEINZ 215 G (CX 16 FR);CX
786;MAIONESE HELLMANN´S 2,8 KG (CX 6 BAG);BAG
5469;MAIONESE PEQUENA VIGOR 1 KG (CX 6 BAG);CX
8126;MAIONESE PREDILECTA 2,8 KG (CX 6 BAG);BAG
7965;MAIONESE QUERO 2,7 KG (CX 6 BAG);BAG
8656;MAIONESE REAL ZAFRÁN 1,05 KG (CX 5 BAG);BAG
4608;MAIONESE SACHÊ CEPÊRA 7 G (CX 175 UN);CX
350;MAIONESE SACHÊ EKMA 7 G (CX 168 UN);CX
8378;MAIONESE SACHÊ FUGINI 7 G (CX 144 UN);CX
7736;MAIONESE SACHÊ HEINZ 7 G (CX 144 UN);CX
68;MAIONESE SACHÊ HELLMANN´S 7 G (CX 168 UN);CX
3327;MAIONESE SACHÊ HEMMER 7 G (CX 190 UN);CX
8364;MAIONESE SACHÊ LANCHERO 7 G (CX 150 UN);CX
6583;MAIONESE SACHÊ PREDILECTA 7 G (CX 144 UN);CX
8331;MAIONESE TEMPERADA JUNIOR 1,01 KG (CX 5 BAG);BAG
8542;MAIONESE TEMPERADA SACHÊ ZAFRÁN 30 G (CX 96 UN);CX
7682;MAIONESE TEMPERADA ZAFRÁN 1,05 KG (CX 5 BAG);BAG
6147;MAIONESE VIGOR 2,8 KG (CX 6 BAG);BAG
8608;MAMINHA DA ALCATRA BOVINA RESFRIADA FRIGOL 1,3 KG (CX 14 KG);KG
7717;MANDIOCA TOLETE CONGELADA E COZIDA ARRICO 1 KG (CX 12 PCT);CX
7718;"MANDIOCA TOLETE CONGELADA E COZIDA CONCEIÇÃO 2,5 KG (CX 4
PCT)";CX
7716;MANDIOCA TOLETE CONGELADA E COZIDA MATHEUS 2,5 KG (CX 4 PCT);CX
1044;MANJERICÃO DESIDRATADO BRASILSECO 500 G (FDO 10 PCT);PCT
8639;MANJERICÃO FLOCOS PENINA 200 G (FDO 10 PCT);PCT
5220;MANTEIGA COM SAL COYOTE (CX 5 KG);CX
4587;MANTEIGA COM SAL ITALAC 500 G (CX 12 UN);UN
8534;MANTEIGA COM SAL TABLETE DOR 200 G (CX 30 UN);CX
8516;MANTEIGA COM SAL TABLETE TIROLEZ 200 G (CX 12 UN);CX
4483;MANTEIGA COM SAL TRÊS MARIAS (BD 10 KG);BD
8318;"MANTEIGA PEQUENA ""EXTRA"" SEM SAL LA SERENISSIMA 200 G (CX 10
UN)";CX
5535;MANTEIGA PEQUENA COM SAL CRIOULO 200 G (CX 20 UN);CX
5855;MANTEIGA PEQUENA COM SAL TIROLEZ 200 G (CX 12 UN);CX
5856;MANTEIGA PEQUENA SEM SAL TIROLEZ 200 G (CX 12 UN);CX
4818;MANTEIGA SACHÊ COM SAL PRESIDENT 10 G (CX 192 UN);CX
473;MANTEIGA SACHÊ COM SAL VIGOR 10 G (CX 192 UN);CX
4819;MANTEIGA SACHÊ SEM SAL PRESIDENT 10 G (CX 192 UN);CX
36;MANTEIGA SACHÊ SEM SAL VIGOR 10 G (CX 192 UN);CX
8401;MANTEIGA SEM SAL BLEND PASSA QUATRO (CX 5 KG);CX
1426;MANTEIGA SEM SAL COYOTE (CX 5 KG);CX
8187;MANTEIGA SEM SAL DE PRIMEIRA FRIZZO (CX 5 KG);CX
4919;MANTEIGA SEM SAL FRIZZO (CX 5 KG);CX
51;MANTEIGA SEM SAL SCALA (CX 5 KG);CX
882;MANTEIGA SEM SAL TIROLEZ (CX 5 KG);CX
130;MANTEIGA SEM SAL TRÊS MARIAS (CX 5 KG);CX
3976;MARGARINA COM SAL 50 % AMÉLIA (BD 14 KG);BD
8583;MARGARINA COM SAL 50 % CLAYBOM PERDIGÃO (BD 14 KG);BD
1080;MARGARINA COM SAL 50 % COAMO (BD 14,5 KG);BD
245;MARGARINA COM SAL 75 % PRIMOR (BD 15 KG);BD
3841;MARGARINA COM SAL 75 % SOFITELI (BD 15 KG);BD
6575;MARGARINA COM SAL 80 % AMÉLIA (BD 14 KG);BD
4560;MARGARINA COM SAL 80 % COAMO (BD 14,5 KG);BD
8651;"MARGARINA COM SAL 82 % DELÍCIA SUPREME SABOR MANTEIGA 500 G
(CX 12 UN)";CX
242;MARGARINA FOLHADOS & CROISSANTS 80 % AMÉLIA 2 KG (CX 6 UN);CX
8585;"MARGARINA GRANDE COM SAL 50 % CLAYBOM PERDIGÃO 1 KG (CX 6
UN)";CX
8647;MARGARINA GRANDE COM SAL 77 % DELÍCIA 1 KG (CX 12 UN);CX
8646;MARGARINA GRANDE COM SAL 80 % DORIANA 1 KG (CX 12 UN);CX
8324;MARGARINA GRANDE COM SAL 80 % QUALY SADIA 1 KG (CX 6 UN);CX
8557;MARGARINA MÉDIA  COM SAL 80 % ORIGINALE COAMO 500 G (CX 12 UN);CX
4312;"MARGARINA MÉDIA COM SAL 50 % CLAYBOM PERDIGÃO 500 G (CX 12
UN)";CX
8648;MARGARINA MÉDIA COM SAL 77 % DELÍCIA 500 G (CX 12 UN);CX
3670;MARGARINA MÉDIA COM SAL 80 % DORIANA 500 G (CX 12 UN);CX
244;MARGARINA MÉDIA COM SAL 80 % QUALY SADIA 500 G (CX 12 UN);CX
8586;"MARGARINA PEQUENA COM SAL 50 % CLAYBOM PERDIGÃO 250 G (CX
24 UN)";CX
3408;MARGARINA PEQUENA COM SAL 60 % PRIMOR 3 KG (CX 6 BD);BD
5788;MARGARINA PEQUENA COM SAL 75 % SOFITELI 3 KG (CX 6 BD);BD
8649;MARGARINA PEQUENA COM SAL 77 % DELÍCIA 250 G (CX 24 UN);CX
5201;MARGARINA PEQUENA COM SAL 80 % DORIANA 250 G (CX 24 UN);CX
3856;MARGARINA PEQUENA COM SAL 80 % QUALY SADIA 250 G (CX 24 UN);CX
1337;MARGARINA SACHÊ COM SAL LECO 10 G (CX 192 UN);CX
5075;MARGARINA SEM SAL 80 % AMÉLIA 1,010 KG (CX 12 UN);CX
4561;MARGARINA SEM SAL 80 % COAMO (BD 14,5 KG);BD
8563;MASSA FRESCA ESPAGUETE FAMIGLIARE 500 G (CX 15 PCT);PCT
8564;MASSA FRESCA TALHARIM FAMIGLIARE 500 G (CX 15 PCT);PCT
7114;MASSA PARA LASANHA COM OVOS PETYBON 500 G (CX 20 PCT);CX
8336;MASSA PARA LASANHA COM OVOS RENATA 500 G (CX 20 PCT);CX
